Design_ID,Design_Complexity,Lines_of_Code,Num_Modules,Target_Power_mW,Target_Frequency_MHz,Design_Tool_Used,EDA_Runtime_min,Simulation_Bugs_Found,Meets_Timing,Estimated_Power_Usage_mW
DGN_12586,Low,61381,39,291.81,348.81,OpenROAD,690.11,3,1,303.56724387849266
DGN_12587,High,55438,30,159.77,106.55,Cadence,332.06,1,1,146.6277686390183
DGN_12588,High,78839,9,287.58,853.6,OpenROAD,784.31,1,1,272.07999508580883
DGN_12589,Medium,85636,6,230.82,453.79,Cadence,1033.29,2,1,244.16851030930016
DGN_12590,Medium,71483,24,67.67,627.97,Mentor,315.44,0,1,79.98536134960845
DGN_12591,High,25505,38,220.45,126.97,Mentor,638.98,5,1,191.5141987335707
DGN_12592,High,11553,38,221.68,645.27,OpenROAD,799.51,2,1,244.2982105350899
DGN_12593,Medium,38525,24,276.47,898.51,Synopsys,703.67,2,0,261.6473277301623
DGN_12594,Medium,85402,29,143.23,175.76,Synopsys,476.84,1,0,158.6497055190875
DGN_12595,Medium,49348,24,196.23,1558.97,Cadence,792.11,0,1,178.89092406217338
DGN_12596,Medium,76187,29,53.05,1465.12,Mentor,92.2,4,1,30.0
DGN_12597,Low,12273,18,133.02,332.89,Cadence,481.69,0,1,119.98392309265945
DGN_12598,Medium,69236,48,65.56,1528.02,Mentor,667.18,2,1,67.19482047404469
DGN_12599,High,80569,47,180.47,2496.77,Cadence,83.5,4,0,182.45201844823967
DGN_12600,Medium,8535,47,254.36,2366.73,Cadence,638.72,3,1,274.40827151063667
DGN_12601,Medium,23677,43,101.61,106.41,Cadence,805.85,2,1,108.13401564855968
DGN_12602,Medium,88024,16,181.86,2008.91,OpenROAD,925.5,1,1,181.9100004804254
DGN_12603,Low,5908,9,101.0,948.65,Synopsys,189.25,3,1,113.08041513559515
DGN_12604,Medium,75153,6,80.17,252.76,Mentor,1189.24,3,1,106.91118225587024
DGN_12605,Medium,93989,20,177.75,810.36,Cadence,751.03,0,1,139.40639821284222
DGN_12606,Low,40079,34,69.79,872.17,Synopsys,474.04,0,0,63.61044024015212
DGN_12607,Low,86556,47,196.84,1355.79,Cadence,343.97,1,1,174.29117175543564
DGN_12608,High,54323,42,57.83,1686.6,Cadence,713.1,2,0,55.73701291409662
DGN_12609,Low,50320,49,76.68,1897.73,Mentor,1065.15,7,1,70.46065000755645
DGN_12610,Low,97098,46,187.5,690.17,OpenROAD,653.44,1,0,199.50642412577824
DGN_12611,High,94909,28,197.85,872.25,Cadence,814.08,2,1,203.3953856643104
DGN_12612,Medium,51105,34,57.25,840.12,Mentor,467.77,2,1,53.336795907155825
DGN_12613,Medium,35164,41,193.34,970.57,OpenROAD,502.49,1,1,228.55058169408156
DGN_12614,High,6885,43,259.63,2499.18,OpenROAD,386.24,2,1,270.0871711548751
DGN_12615,Low,62819,15,230.58,1967.06,Synopsys,864.43,2,1,192.5191466546999
DGN_12616,Medium,6049,18,82.8,2439.98,Synopsys,469.47,0,1,97.17218397350516
DGN_12617,Medium,58281,27,198.12,1763.47,Cadence,277.42,0,1,215.85646501082906
DGN_12618,High,48271,20,218.06,1075.05,Synopsys,481.12,2,1,210.29339126446962
DGN_12619,Medium,71697,25,59.31,1035.39,Mentor,1033.36,2,0,70.30645431758033
DGN_12620,Medium,71351,8,263.84,1272.59,Mentor,901.61,0,0,272.00391980874207
DGN_12621,Medium,41534,37,276.57,1100.49,Synopsys,441.49,3,0,299.5115019577689
DGN_12622,Medium,98034,18,262.61,2087.98,Mentor,1093.76,3,1,272.39457800698375
DGN_12623,Medium,63097,23,256.16,1216.0,Mentor,145.31,4,1,254.0219563095769
DGN_12624,Medium,58813,9,236.24,809.47,Cadence,116.72,2,1,251.12386022090453
DGN_12625,Medium,30037,40,208.36,1959.66,Cadence,205.32,2,1,204.83467095386825
DGN_12626,Medium,41007,35,219.66,2150.61,Mentor,192.76,3,1,240.37631817238255
DGN_12627,Medium,84478,49,251.6,1109.03,Synopsys,160.13,4,1,273.1773250557448
DGN_12628,Medium,32278,22,215.62,1702.74,Mentor,813.93,1,1,216.43037444838663
DGN_12629,High,13272,48,131.93,241.13,OpenROAD,744.96,2,0,133.0874565484366
DGN_12630,Medium,62183,35,143.99,1370.72,OpenROAD,798.27,1,1,138.98599228344358
DGN_12631,High,43294,34,274.26,207.95,OpenROAD,844.74,6,1,278.8835330704105
DGN_12632,High,78277,25,54.28,170.06,Cadence,922.84,1,1,71.06741646253072
DGN_12633,Medium,67509,34,224.71,1571.02,Synopsys,296.18,7,1,218.36296074631022
DGN_12634,Medium,9694,45,288.69,828.0,Mentor,769.43,2,0,297.2120665987092
DGN_12635,High,63150,8,226.56,1882.09,Synopsys,721.26,2,0,236.46268100697247
DGN_12636,Medium,72470,9,298.48,2250.6,Synopsys,1135.77,5,1,319.3915316664902
DGN_12637,High,26556,45,221.89,434.54,Synopsys,324.9,2,1,227.6730995327708
DGN_12638,Medium,69471,49,58.59,1838.85,OpenROAD,126.94,2,0,50.94487207245132
DGN_12639,Medium,54855,14,256.75,1334.85,Mentor,804.98,2,0,246.9359572767144
DGN_12640,Low,54086,31,121.16,369.09,Cadence,903.8,3,0,133.5141252019838
DGN_12641,Medium,23907,20,161.51,1663.82,Synopsys,382.84,2,1,166.64583252512898
DGN_12642,High,76695,34,128.02,1562.72,Synopsys,710.77,0,1,154.50501347542055
DGN_12643,Medium,53487,17,117.14,1337.54,OpenROAD,127.87,1,1,133.1166875117019
DGN_12644,Medium,34158,40,157.85,2323.53,OpenROAD,1154.45,2,1,171.3673099966202
DGN_12645,High,25293,25,144.69,1350.59,Mentor,185.31,3,0,157.0405050131474
DGN_12646,Medium,50761,49,208.33,2477.24,Cadence,137.03,2,0,206.44177529101742
DGN_12647,Medium,38387,44,253.29,1322.15,Cadence,110.29,1,1,256.3705076791923
DGN_12648,Medium,45750,49,124.27,378.04,OpenROAD,547.09,3,1,107.86280870288815
DGN_12649,Medium,73602,19,103.43,1229.13,Mentor,170.76,4,1,85.8745298422989
DGN_12650,Low,26256,24,216.72,537.59,Synopsys,908.9,0,1,193.39101433032292
DGN_12651,Medium,10594,24,217.58,1533.12,Mentor,1084.72,1,0,198.14305112281164
DGN_12652,Medium,7460,49,275.28,1763.52,Cadence,356.65,1,1,296.8533259254656
DGN_12653,Medium,77356,9,53.99,1224.24,OpenROAD,776.8,1,1,50.19892877097704
DGN_12654,Medium,59698,36,263.26,334.49,Synopsys,108.27,2,0,266.7563542654644
DGN_12655,Medium,21191,10,180.25,1224.74,Synopsys,500.68,3,0,188.25984139465302
DGN_12656,Low,89631,34,205.33,295.49,Cadence,393.95,4,1,225.9293422824092
DGN_12657,Medium,15529,30,72.84,1737.1,Synopsys,320.63,1,0,39.318361403929025
DGN_12658,Low,37175,41,158.15,1996.88,Mentor,794.98,1,1,149.37080256575547
DGN_12659,Medium,22675,17,106.83,2409.71,Cadence,208.46,2,1,102.26301605011052
DGN_12660,High,48158,33,113.56,457.13,Cadence,1041.21,1,0,128.57254330796172
DGN_12661,Medium,51798,9,176.02,1377.81,Synopsys,817.91,0,1,145.83675906814707
DGN_12662,Medium,75910,29,253.11,1462.09,Cadence,870.24,4,1,241.0757349230482
DGN_12663,Low,30976,17,235.95,2313.94,OpenROAD,1126.29,0,0,218.72966736684785
DGN_12664,Low,68116,28,197.75,1605.46,Mentor,1134.31,2,1,188.82148846413452
DGN_12665,Medium,83678,35,184.85,449.22,Cadence,688.88,3,1,197.60594443550062
DGN_12666,Low,67821,24,156.83,1147.24,OpenROAD,624.73,1,0,145.29991245704733
DGN_12667,Medium,17204,12,293.18,1671.43,Synopsys,442.34,0,0,290.35562655762095
DGN_12668,Low,60665,13,190.05,1780.68,Cadence,875.75,3,1,195.37266143897835
DGN_12669,High,12394,25,113.49,2171.38,OpenROAD,673.56,1,1,121.04299838382477
DGN_12670,Medium,69814,24,107.52,533.22,Synopsys,1123.48,2,1,118.05796880846961
DGN_12671,Low,38593,19,202.84,2383.7,OpenROAD,332.03,1,0,194.75308962518108
DGN_12672,High,46964,30,180.71,241.93,Synopsys,413.69,3,1,217.16833379907905
DGN_12673,Medium,82188,46,51.92,2461.03,Mentor,420.34,4,1,30.0
DGN_12674,Low,58365,15,257.52,2158.64,Cadence,978.84,2,1,241.02571184789545
DGN_12675,Medium,5443,41,226.03,1684.65,Mentor,172.91,2,1,200.6481126838025
DGN_12676,Medium,94439,45,215.46,1863.99,Mentor,579.44,3,1,229.93264729123652
DGN_12677,Medium,33180,15,67.2,274.46,Cadence,547.44,0,1,62.63962071421658
DGN_12678,Low,53791,31,140.51,199.55,Mentor,143.38,5,0,159.92242823134268
DGN_12679,Medium,91655,34,283.85,344.24,Mentor,528.31,1,1,294.3292008127531
DGN_12680,Low,80899,23,265.65,309.66,OpenROAD,645.25,3,1,258.066897950421
DGN_12681,Low,48665,38,121.39,1413.71,Synopsys,134.22,0,1,105.137617288976
DGN_12682,High,8465,42,89.26,617.07,Mentor,641.24,3,1,90.4496682312047
DGN_12683,Medium,73247,27,162.27,2164.49,Cadence,1153.53,3,1,174.93215225665222
DGN_12684,Medium,56559,5,138.96,1169.8,OpenROAD,1175.96,3,1,164.60358273656556
DGN_12685,Medium,30198,7,220.56,1769.23,Synopsys,666.11,1,1,192.6066520031536
DGN_12686,Low,59740,7,291.61,1666.9,Mentor,647.21,3,0,296.98557362203206
DGN_12687,High,27488,32,140.75,867.65,Mentor,385.48,0,0,129.5652549238711
DGN_12688,Low,43515,18,65.56,683.6,Cadence,1196.71,1,1,72.20204522508176
DGN_12689,Low,94144,34,274.4,921.9,Mentor,372.62,2,1,283.79652487543024
DGN_12690,Medium,32898,9,59.49,2011.98,Cadence,576.31,2,1,45.855181533672024
DGN_12691,Medium,6919,19,288.19,1507.06,Mentor,63.34,1,0,266.8982026247928
DGN_12692,Medium,55070,42,216.14,708.49,Mentor,458.12,1,1,225.00641553738737
DGN_12693,Low,67613,18,285.42,2062.83,Cadence,141.44,2,0,290.3375371345767
DGN_12694,Medium,91135,18,99.91,231.42,Synopsys,907.96,1,1,101.1736703049558
DGN_12695,Medium,87501,12,60.17,1778.04,OpenROAD,699.56,2,1,30.0
DGN_12696,Low,52003,12,172.05,1153.84,Cadence,712.28,2,1,199.38799304434082
DGN_12697,High,53478,23,162.66,1855.1,Synopsys,386.62,2,1,174.26525552673442
DGN_12698,Low,19434,36,132.87,2325.91,Synopsys,988.98,1,1,144.5961381185028
DGN_12699,Medium,51246,35,289.41,1900.08,Cadence,63.73,2,0,289.9344123131012
DGN_12700,Medium,41649,33,255.65,1160.72,OpenROAD,440.31,0,1,247.9587431905257
DGN_12701,Low,64030,45,215.4,462.34,Cadence,811.83,1,1,225.91087432325463
DGN_12702,Medium,58061,15,90.71,2035.24,Mentor,1095.03,1,1,84.71453579783807
DGN_12703,High,6999,49,233.58,1205.69,Mentor,327.46,6,1,253.20033232422605
DGN_12704,Low,19849,17,231.75,280.75,Synopsys,676.85,1,1,215.3447281626003
DGN_12705,High,81439,31,156.27,1825.73,Mentor,673.31,1,1,149.71089825211266
DGN_12706,Medium,57800,23,281.2,800.44,OpenROAD,1056.56,1,1,244.37449211619577
DGN_12707,Low,10445,30,91.74,217.33,Cadence,117.59,7,1,90.11178681664575
DGN_12708,Medium,23040,41,116.83,2266.6,OpenROAD,543.9,1,0,123.06779086226412
DGN_12709,Medium,69315,13,65.81,1259.44,Synopsys,268.01,1,1,41.38174002805765
DGN_12710,Medium,5246,32,248.86,774.31,Mentor,84.55,2,0,264.131902376389
DGN_12711,Medium,36153,36,205.44,1819.33,Mentor,227.62,2,0,212.28003593458791
DGN_12712,High,10212,7,128.74,2226.17,Cadence,1173.18,3,1,103.19025652585074
DGN_12713,High,8339,36,90.95,100.74,OpenROAD,304.93,2,0,79.87189139866254
DGN_12714,Medium,93678,9,60.04,1750.85,OpenROAD,1125.94,2,0,59.42983815316422
DGN_12715,Medium,61238,12,91.69,1940.83,Cadence,293.99,2,0,100.92333662257647
DGN_12716,Medium,24394,18,163.32,603.83,Mentor,1121.68,2,1,180.24570946104117
DGN_12717,Medium,58871,7,111.79,1275.1,Synopsys,806.27,0,0,109.57707311192075
DGN_12718,Low,82722,28,114.75,314.29,Synopsys,189.07,2,1,125.59453185821488
DGN_12719,Medium,39607,17,268.89,1892.2,Cadence,723.38,2,1,230.36457966074107
DGN_12720,Medium,57055,47,178.78,2133.89,Cadence,423.11,2,1,199.04129042225773
DGN_12721,Low,9395,33,232.31,359.65,Cadence,496.79,2,0,231.2919259930963
DGN_12722,Low,20290,12,58.93,2059.5,OpenROAD,561.79,3,1,66.39593553844377
DGN_12723,Medium,92687,46,141.29,1951.77,Mentor,541.89,2,1,134.57754611044248
DGN_12724,Medium,70078,35,169.79,932.59,Mentor,817.08,2,1,167.0488160422827
DGN_12725,Medium,8691,30,96.6,1756.69,Cadence,935.94,1,1,88.4951829742602
DGN_12726,Medium,12470,22,80.05,100.12,Synopsys,435.26,1,0,81.21017026080857
DGN_12727,Medium,8841,22,267.58,2336.31,OpenROAD,1113.77,1,1,260.48121444674507
DGN_12728,Medium,68197,11,284.86,1420.92,Cadence,1129.85,1,0,276.00988310659204
DGN_12729,Low,60773,42,69.7,1588.81,OpenROAD,106.39,1,1,57.24937149053533
DGN_12730,Low,22776,20,137.25,1695.18,Cadence,77.0,3,0,155.63369018097322
DGN_12731,Medium,76596,37,289.57,1447.29,OpenROAD,544.58,1,1,293.07971212214636
DGN_12732,Medium,32584,7,70.79,2156.23,Synopsys,733.34,2,1,86.82132245362136
DGN_12733,Low,9300,42,210.91,1563.28,Synopsys,376.81,1,1,195.53311126907428
DGN_12734,Medium,8338,8,293.06,2278.62,Synopsys,355.73,0,1,278.3627208905772
DGN_12735,Low,67601,40,294.56,1497.6,Synopsys,833.3,0,1,313.92633352077723
DGN_12736,Medium,10487,8,167.81,510.69,Mentor,745.94,1,0,175.6080018690403
DGN_12737,Medium,41282,46,90.69,2292.55,Mentor,250.55,5,1,61.0034227973165
DGN_12738,Medium,81816,13,100.52,1735.91,OpenROAD,1068.33,4,1,119.85094825103165
DGN_12739,High,33804,44,272.4,1778.17,Cadence,835.17,3,1,261.48683685304655
DGN_12740,Low,14915,21,277.92,2465.16,Mentor,473.34,2,1,261.4828493386962
DGN_12741,High,16158,21,201.97,280.47,Cadence,839.33,2,0,201.18594453780958
DGN_12742,Medium,79157,37,241.54,1128.62,OpenROAD,188.42,0,1,230.0931972095828
DGN_12743,Medium,15547,24,234.98,673.83,Cadence,593.81,0,1,203.21160949669485
DGN_12744,Medium,93713,18,215.46,1613.02,Synopsys,252.64,0,1,227.58151695786705
DGN_12745,Medium,7459,26,256.82,2036.35,Synopsys,107.23,4,1,208.7944152244048
DGN_12746,Medium,33768,31,221.35,2419.15,Mentor,445.69,2,1,244.45260182051013
DGN_12747,Medium,68146,47,183.5,1191.03,OpenROAD,231.84,1,1,204.47582520577333
DGN_12748,Low,55870,7,109.24,1986.92,Mentor,782.21,2,1,103.98001429354069
DGN_12749,Low,55460,28,235.97,2300.92,Mentor,828.44,1,1,261.2537098853853
DGN_12750,Medium,87970,34,168.36,1739.98,Mentor,229.51,2,1,190.41617005105695
DGN_12751,Medium,65817,12,123.7,682.56,OpenROAD,88.06,3,1,109.42376487909475
DGN_12752,Medium,43247,26,250.49,1558.85,Synopsys,963.8,0,1,247.4957600882323
DGN_12753,Low,20419,29,224.18,2427.88,Synopsys,62.35,5,1,223.10384438432874
DGN_12754,Medium,40577,14,284.33,2470.13,Mentor,452.06,1,0,311.6569754068302
DGN_12755,High,7921,33,91.36,1641.66,Cadence,623.82,5,1,76.16902680909189
DGN_12756,High,9676,44,212.3,2228.77,Synopsys,993.25,2,0,207.58749807562353
DGN_12757,Medium,90961,5,111.06,580.84,Synopsys,1015.96,2,1,106.62526645072921
DGN_12758,Medium,54684,25,275.9,690.59,OpenROAD,886.43,1,1,295.62949731436174
DGN_12759,High,18463,43,74.87,2386.93,Synopsys,341.81,1,0,67.8315304234886
DGN_12760,Medium,30474,28,214.04,424.56,Synopsys,881.01,2,1,241.2677964195989
DGN_12761,Medium,45935,13,247.77,558.66,Mentor,341.05,2,1,266.0503201790157
DGN_12762,High,72005,48,138.73,1109.32,Mentor,304.65,2,1,148.06499392783195
DGN_12763,Medium,63596,30,288.53,1515.0,OpenROAD,683.73,2,0,289.16322946438225
DGN_12764,Medium,77828,13,262.68,1549.16,OpenROAD,833.89,0,1,271.3543392626076
DGN_12765,Low,95945,24,123.65,800.74,Cadence,120.48,3,0,123.82578557587411
DGN_12766,Low,94062,39,51.89,2309.47,Synopsys,128.43,1,0,30.0
DGN_12767,High,60152,40,124.16,2296.24,Mentor,953.95,1,0,155.63694646671334
DGN_12768,Medium,94001,46,120.33,1040.96,Mentor,1039.83,0,0,111.61792861234144
DGN_12769,Medium,97321,40,272.49,1142.3,Synopsys,749.06,1,1,297.1264274240854
DGN_12770,Low,91569,13,291.78,1785.99,OpenROAD,548.86,3,1,292.9634438626311
DGN_12771,Medium,77467,26,67.61,1691.19,Mentor,1023.66,3,1,69.60898035135864
DGN_12772,Medium,57576,5,167.82,1017.51,OpenROAD,890.85,3,1,157.59562225089095
DGN_12773,Low,71627,9,187.08,1094.19,Mentor,720.74,2,1,189.9545075640935
DGN_12774,High,30772,13,73.23,935.29,Mentor,424.52,0,0,83.59539376852085
DGN_12775,Low,21363,41,144.37,664.92,Cadence,285.71,1,1,134.14597898118544
DGN_12776,Medium,33490,42,129.27,1199.53,Mentor,537.29,1,1,113.6203195069555
DGN_12777,Medium,64004,23,184.01,1747.44,Synopsys,386.98,2,0,167.53875146701535
DGN_12778,Low,58806,12,215.3,1880.72,Synopsys,446.75,4,1,198.473309224303
DGN_12779,High,5260,46,225.87,1969.3,Synopsys,647.82,2,1,206.75248607958395
DGN_12780,Medium,80992,47,84.19,999.36,OpenROAD,252.77,0,0,122.90167441483368
DGN_12781,Medium,27320,36,253.24,1935.13,Mentor,979.04,1,0,270.2583026336155
DGN_12782,Low,83971,17,219.64,115.64,OpenROAD,225.9,3,1,193.42817941826652
DGN_12783,Low,47145,24,272.27,1244.92,Cadence,608.33,1,1,263.91467627193805
DGN_12784,Low,68688,40,162.33,2005.37,Mentor,910.41,2,1,182.4976774510829
DGN_12785,Medium,53581,47,273.47,1612.11,Synopsys,612.92,2,1,272.3693613467703
DGN_12786,Medium,97561,48,266.44,1237.75,Cadence,471.57,3,1,277.8117924040892
DGN_12787,High,98645,41,159.6,1647.14,Cadence,601.38,3,1,136.0131303648041
DGN_12788,Medium,25754,34,145.29,2276.67,Mentor,1027.48,2,1,162.64837831408485
DGN_12789,High,74837,14,283.2,1459.32,Synopsys,1189.09,0,1,270.0381754385548
DGN_12790,Medium,12207,35,228.79,2019.49,OpenROAD,779.5,3,1,234.58688127545207
DGN_12791,Medium,32920,29,282.06,2453.78,Mentor,964.53,2,1,288.95858746837314
DGN_12792,Low,92739,33,249.24,1793.36,Synopsys,76.52,1,0,241.21286497512133
DGN_12793,Medium,92081,28,202.32,1475.98,Cadence,1063.62,3,0,218.30049245309775
DGN_12794,Low,29016,43,78.96,189.97,Mentor,1147.62,1,1,69.07987597048407
DGN_12795,Low,65522,25,122.87,998.75,Cadence,715.69,2,1,129.4261897626657
DGN_12796,Medium,79092,45,292.21,1457.06,Synopsys,919.34,4,1,294.9369847387113
DGN_12797,High,59068,13,129.86,2013.3,OpenROAD,644.53,5,1,127.0740348361457
DGN_12798,Low,25102,46,73.31,1151.45,OpenROAD,386.27,4,1,87.67782235163676
DGN_12799,Medium,6924,46,226.89,2404.14,Cadence,1031.56,3,0,244.34538542043336
DGN_12800,High,90015,6,233.5,752.31,Cadence,740.39,3,1,258.6205954605906
DGN_12801,Medium,59333,8,121.36,1886.96,Cadence,720.5,0,1,109.26649297241022
DGN_12802,Low,89458,12,124.42,1105.68,Mentor,811.41,2,1,132.27073179581615
DGN_12803,Low,89196,36,167.22,1266.37,Synopsys,1035.84,1,1,174.03475665211405
DGN_12804,Medium,51099,18,55.45,2026.0,Cadence,894.37,1,0,61.94778587238443
DGN_12805,Medium,62346,17,247.33,810.92,Cadence,300.68,2,1,261.47815164794724
DGN_12806,High,80481,25,129.27,332.35,Cadence,592.18,4,1,146.16937039536444
DGN_12807,Medium,55062,28,263.44,1348.61,OpenROAD,1177.54,3,0,239.26553324982746
DGN_12808,Low,5306,22,250.66,1369.11,Cadence,692.2,3,1,270.4531569229846
DGN_12809,Low,93495,49,215.35,2013.2,Synopsys,1129.6,0,1,220.23491346165852
DGN_12810,Medium,74767,44,131.22,2423.97,OpenROAD,987.24,2,1,130.22848192997907
DGN_12811,Low,17207,30,179.08,232.72,Synopsys,819.27,3,0,197.25192113635438
DGN_12812,Medium,44426,36,161.21,1520.05,OpenROAD,458.28,2,1,170.07943067748977
DGN_12813,Medium,11336,48,134.72,1735.07,OpenROAD,406.92,3,1,146.47567602488468
DGN_12814,Low,80166,37,262.03,2465.92,Mentor,793.5,0,1,264.00936771927906
DGN_12815,Low,22256,35,170.88,2362.22,OpenROAD,553.12,3,1,208.33055605719315
DGN_12816,Medium,54817,22,258.18,1809.88,OpenROAD,970.58,5,1,240.44034310804042
DGN_12817,Low,38719,39,76.3,1352.29,Synopsys,926.92,1,0,75.32757191880047
DGN_12818,Low,47017,16,85.26,487.66,Synopsys,415.83,4,1,82.45347487772844
DGN_12819,Medium,50704,29,294.33,1022.02,Cadence,861.11,1,0,308.533830040025
DGN_12820,High,35013,49,196.94,1504.29,Mentor,623.79,4,1,229.23478287710705
DGN_12821,Low,84991,35,177.44,1840.48,OpenROAD,428.55,0,0,178.4433817388565
DGN_12822,Medium,75258,14,180.79,1624.96,Mentor,530.78,3,0,187.4390717895835
DGN_12823,Medium,83348,38,103.82,1813.89,Cadence,1080.7,2,1,93.67785538469607
DGN_12824,Medium,41776,7,229.68,1129.97,Mentor,469.85,3,1,220.6392453482012
DGN_12825,High,15060,43,71.2,1846.31,OpenROAD,387.64,4,1,85.58498960444926
DGN_12826,Medium,83592,12,193.33,444.98,Synopsys,461.06,1,1,217.8989280015983
DGN_12827,High,11655,36,192.69,490.21,Mentor,304.67,0,1,190.09901369379344
DGN_12828,Low,93110,47,278.55,490.8,OpenROAD,680.88,1,0,277.7500019055991
DGN_12829,Low,54923,33,181.55,2238.08,Cadence,228.08,3,1,171.71298202727093
DGN_12830,High,83563,26,84.27,282.48,OpenROAD,991.89,1,1,67.91734398487074
DGN_12831,Medium,9030,24,193.19,2023.62,Mentor,317.16,1,1,201.68963901052754
DGN_12832,Low,94779,10,72.83,660.57,OpenROAD,741.78,1,0,54.17519337141357
DGN_12833,Medium,38289,47,100.95,1224.23,OpenROAD,202.53,1,1,108.66658750552986
DGN_12834,High,24739,33,57.78,2298.3,Mentor,1175.44,3,1,30.0
DGN_12835,High,66687,46,178.32,1506.25,Mentor,578.22,2,1,171.49354448361058
DGN_12836,Medium,41491,21,71.13,604.28,Cadence,997.28,4,1,83.104045692953
DGN_12837,High,77115,35,167.35,781.82,OpenROAD,936.26,2,0,168.33081479706692
DGN_12838,Low,88778,38,283.24,2309.07,Synopsys,873.61,4,1,303.33440753260936
DGN_12839,Low,9781,42,229.94,1125.15,Mentor,1003.2,0,0,201.02979285386493
DGN_12840,Medium,25448,41,69.35,1508.77,OpenROAD,174.53,1,1,49.16394871727259
DGN_12841,Low,56550,8,106.05,1203.84,Synopsys,833.49,5,1,99.6850053889394
DGN_12842,Medium,54294,6,218.42,1008.25,Synopsys,363.04,2,1,234.50059828014292
DGN_12843,Medium,26446,16,273.68,635.87,OpenROAD,955.89,1,0,297.5898059580795
DGN_12844,Medium,81579,39,58.23,1746.86,OpenROAD,1150.83,1,1,66.74986816297996
DGN_12845,Low,90389,10,253.11,1823.78,OpenROAD,1087.7,4,1,239.56209849812305
DGN_12846,Low,90615,12,190.45,759.72,Synopsys,191.05,1,0,180.06348143814475
DGN_12847,Medium,22101,25,186.52,1993.63,OpenROAD,481.29,1,1,182.92264635629536
DGN_12848,Medium,71178,39,289.45,2150.88,Mentor,475.33,1,1,303.766275709995
DGN_12849,Medium,33016,19,236.91,2309.62,Synopsys,199.42,0,1,223.69110290996284
DGN_12850,Medium,23932,11,262.53,486.91,Mentor,171.86,3,1,253.72391032123596
DGN_12851,Medium,49653,19,138.5,829.42,Mentor,498.77,4,1,140.61054664835115
DGN_12852,High,95481,49,188.59,2164.85,OpenROAD,1190.96,0,1,168.25160024151236
DGN_12853,Low,57802,10,203.85,576.5,Mentor,708.59,3,1,194.22407092609146
DGN_12854,Low,12549,21,130.4,108.32,OpenROAD,768.83,4,1,125.98035565594165
DGN_12855,High,83933,8,192.56,2189.99,Synopsys,596.96,3,1,205.10738675240952
DGN_12856,Medium,30362,26,109.16,883.48,Mentor,815.06,1,1,107.83112572101923
DGN_12857,High,52842,36,85.84,1094.79,OpenROAD,1150.59,2,1,90.91637394715187
DGN_12858,Medium,51539,26,143.49,1171.2,Cadence,731.12,3,1,155.01887650055687
DGN_12859,Medium,38717,31,234.82,2135.86,OpenROAD,134.14,0,1,231.80448343437413
DGN_12860,Medium,59596,19,279.05,910.94,Cadence,621.9,3,1,296.55978287233756
DGN_12861,Medium,28016,48,164.43,2241.47,OpenROAD,1191.74,0,1,151.79660935937918
DGN_12862,Medium,60200,26,210.71,1580.65,Cadence,501.64,1,1,192.03264506419595
DGN_12863,Medium,85268,32,75.76,1365.49,Mentor,737.02,4,1,77.90232435486533
DGN_12864,Medium,65287,46,276.12,881.47,Cadence,181.57,1,0,249.58832273972374
DGN_12865,High,97447,42,192.15,684.91,Mentor,220.95,0,1,170.91301823541642
DGN_12866,Low,88402,13,245.08,1597.74,Mentor,1057.14,2,1,237.97736998998204
DGN_12867,Low,47607,38,248.61,1172.55,OpenROAD,402.39,3,1,243.26278278125486
DGN_12868,Medium,32621,40,114.12,2285.24,Mentor,408.21,4,1,113.24477309883646
DGN_12869,Medium,17823,13,182.29,1279.93,Synopsys,501.42,1,0,179.44299860071655
DGN_12870,High,34986,19,290.12,1328.31,Cadence,1161.79,0,1,295.0359211095684
DGN_12871,Medium,69325,49,72.41,1100.14,OpenROAD,156.21,2,1,86.38981068850681
DGN_12872,Medium,62771,24,220.76,1994.23,Mentor,993.39,0,1,189.74435892047546
DGN_12873,Medium,59973,12,290.57,1119.61,Cadence,449.38,2,1,311.4633412728839
DGN_12874,Medium,19690,32,125.14,746.42,Cadence,1028.39,3,1,108.03782402149866
DGN_12875,High,44107,23,265.36,2168.87,Synopsys,1190.6,6,1,296.3026795822504
DGN_12876,Low,62888,20,283.41,1532.39,Cadence,457.48,2,1,288.75772756752434
DGN_12877,Medium,15956,15,236.77,1519.62,OpenROAD,207.47,3,1,232.4522868675942
DGN_12878,High,91839,46,107.83,1565.97,OpenROAD,224.59,0,1,87.35162660184498
DGN_12879,High,61227,12,133.5,1825.22,Mentor,924.96,6,0,125.96517762808101
DGN_12880,Medium,41533,37,58.95,851.36,Mentor,225.21,1,1,71.68743989906268
DGN_12881,Medium,61234,14,257.86,181.23,OpenROAD,356.88,5,0,262.11262451978473
DGN_12882,Low,72594,22,262.4,2045.42,Cadence,293.01,2,1,282.5013121619419
DGN_12883,Medium,61901,39,208.18,409.37,Cadence,465.47,4,1,190.94130298315284
DGN_12884,High,16519,47,138.13,1832.37,Synopsys,144.78,3,1,159.16480064824955
DGN_12885,Medium,36115,7,69.2,297.56,Mentor,1036.69,0,0,58.71746592331271
DGN_12886,Low,71266,44,238.26,1000.74,Cadence,1040.57,2,1,237.5132379326019
DGN_12887,Low,6832,31,231.63,251.26,Cadence,530.74,6,1,228.14550487389948
DGN_12888,Low,46368,32,278.15,1353.31,Mentor,757.78,1,1,273.86321074962876
